person_id,author_raw,work_id,author_order,n_authors,position
person:j buitelaar,J. Buitelaar,work_e3277619bfed476c,15,22,middle
person:t van erp,T. V. van Erp,work_e3277619bfed476c,16,22,middle
person:b franke,B. Franke,work_e3277619bfed476c,17,22,middle
person:s fisher,S. Fisher,work_e3277619bfed476c,18,22,middle
person:o van den heuvel,O. A. van den Heuvel,work_e3277619bfed476c,19,22,middle
person:l schmaal,L. Schmaal,work_e3277619bfed476c,20,22,middle
person:katherine descant,Katherine D. Descant,work_e38ae195f332be66,3,22,middle
person:cailyn meyer,Cailyn Meyer,work_e38ae195f332be66,8,22,middle
person:cristine casingal,Cristine Casingal,work_e38ae195f332be66,9,22,middle
person:ariba huda,Ariba Huda,work_e38ae195f332be66,10,22,middle
person:tina ghashghaei,Tina Ghashghaei,work_e38ae195f332be66,12,22,middle
person:mikayla brenman,Mikayla Brenman,work_e38ae195f332be66,13,22,middle
person:m jiang,M. Jiang,work_e38ae195f332be66,14,22,middle
person:j scarborough,J. Scarborough,work_e38ae195f332be66,15,22,middle
person:jason stein,Jason L Stein,work_e38ae195f332be66,18,22,middle
person:ryohei yasuda,Ryohei Yasuda,work_e38ae195f332be66,20,22,middle
person:hope morrison,Hope Morrison,work_e3992b6f698e0c1a,6,14,middle
person:m kondo,M. Kondo,work_e3992b6f698e0c1a,10,14,middle
person:h terasaki,H. Terasaki,work_e3992b6f698e0c1a,11,14,middle
person:e woo,E. Woo,work_e4bc57c6de51abe9,2,6,middle
person:b hara,B. O’Hara,work_e4bc57c6de51abe9,3,6,middle
person:p castillo,P. Castillo,work_e4bc57c6de51abe9,4,6,middle
person:n sibinga,N. Sibinga,work_e4bc57c6de51abe9,5,6,middle
person:kuo wei kao,Kuo-Wei Kao,work_e4ccbb28296db5fd,4,7,middle
person:kathrin hartung,Kathrin Hartung,work_e4ddb9363ec5d96d,3,6,middle
person:m harrington,M. Harrington,work_e537b8e00c039417,2,6,middle
person:hon pong jimmy cheng,Hon Pong Jimmy Cheng,work_e537b8e00c039417,4,6,middle
person:wan xian koh,Wan Xian Koh,work_e55d932cde0c77af,8,16,middle
person:rajeev parvathala,Rajeev Parvathala,work_e55d932cde0c77af,9,16,middle
person:john wolf,John A. Wolf,work_e5648adb68d2b733,2,3,middle
person:guanghan meng,Guanghan Meng,work_e637eb4dddea0bfc,3,7,middle
person:pengcheng zhou,Pengcheng Zhou,work_e637eb4dddea0bfc,4,7,middle
person:l paninski,L. Paninski,work_e637eb4dddea0bfc,6,7,middle
person:wenyu zhao,Wenyu Zhao,work_e68322887b81111b,7,10,middle
person:k lillis,K. Lillis,work_e69d67566d2e09de,2,6,middle
person:waldemar swiercz,Waldemar Swiercz,work_e69d67566d2e09de,4,6,middle
person:negah rahmati,Negah Rahmati,work_e69d67566d2e09de,5,6,middle
person:agata mosinska,Agata Mosinska,work_e6ba1120353d949e,2,4,middle
person:a zimmerman,A. Zimmerman,work_e6d146b81f25027a,2,10,middle
person:a chesi,A. Chesi,work_e6d146b81f25027a,3,10,middle
person:fusun doldur balli,Fusun Doldur-Balli,work_e6d146b81f25027a,4,10,middle
person:erika almeraya del valle,Erika Almeraya del Valle,work_e6d146b81f25027a,6,10,middle
person:jeffrey rosa,Jeffrey B Rosa,work_e6d146b81f25027a,7,10,middle
person:a pack,A. Pack,work_e6d146b81f25027a,8,10,middle
person:struan grant,Struan F. A. Grant,work_e6d146b81f25027a,9,10,middle
person:michel grothe,Michel J. Grothe,work_e7614371d25495f7,4,12,middle
person:merle hoenig,Merle C. Hoenig,work_e7614371d25495f7,5,12,middle
person:e kocagoncu,E. Kocagoncu,work_e7614371d25495f7,6,12,middle
person:j neitzel,J. Neitzel,work_e7614371d25495f7,7,12,middle
person:j rowe,J. Rowe,work_e7614371d25495f7,8,12,middle
person:a strafella,A. Strafella,work_e7614371d25495f7,9,12,middle
person:a drzezga,A. Drzezga,work_e7614371d25495f7,10,12,middle
person:t eimeren,T. Eimeren,work_e7614371d25495f7,11,12,middle
person:patrick trampert,Patrick Trampert,work_e7676ec5b393ef86,2,5,middle
person:arianna ronci,Arianna Ronci,work_e76e6d50da9f6a6c,3,5,middle
person:a canty,A. Canty,work_e7abca7932ba3522,2,9,middle
person:lieven huang,Lieven Huang,work_e7abca7932ba3522,3,9,middle
person:j jackson,J. Jackson,work_e7abca7932ba3522,5,9,middle
person:g little,G. Little,work_e7abca7932ba3522,6,9,middle
person:tony wang,Tony T. Wang,work_e7eced2fd69b5614,4,5,middle
person:saul kato,Saul Kato,work_e8008cd9a116e028,2,3,middle
person:kayvon daie,Kayvon Daie,work_e8031a18fbb0ced6,2,6,middle
person:aristides arrenberg,Aristides B. Arrenberg,work_e8031a18fbb0ced6,3,6,middle
person:anais martinez,Anais Martinez,work_e839761dc3958429,2,4,middle
person:hao wei huang,Hao-Wei Huang,work_e906fb28bca81676,3,11,middle
person:nan fu liou,Nan-Fu Liou,work_e906fb28bca81676,4,11,middle
person:michael raphael panganiban,Michael Raphael Panganiban,work_e906fb28bca81676,5,11,middle
person:david luginbuhl,David J. Luginbuhl,work_e906fb28bca81676,6,11,middle
person:liang liang,Liang Liang,work_e906fb28bca81676,9,11,middle
person:eunsol park,Eunsol Park,work_e91f8fec13f96681,2,7,middle
person:c telmer,C. Telmer,work_e91f8fec13f96681,3,7,middle
person:daniel ackerman,Daniel S Ackerman,work_e91f8fec13f96681,5,7,middle
person:johannes balle,Johannes Ballé,work_e92887424b019d71,5,7,middle
person:c straehle,C. Straehle,work_e967f552dce67b5b,2,7,middle
person:marjorie xie,Marjorie Xie,work_e9d8ca26efe55228,3,6,middle
person:sonja petrovi c,Sonja Petrovi'c,work_ea2cf10c91de2f4e,2,3,middle
person:srikanth ramaswamy,Srikanth Ramaswamy,work_eb7a08eefe6aa87f,4,5,middle
person:m markicevic,M. Markicevic,work_eb960daf190dabc6,2,6,middle
person:f gasparini,F. Gasparini,work_eb960daf190dabc6,3,6,middle
person:aileen schroeter,Aileen Schroeter,work_eb960daf190dabc6,4,6,middle
person:m rudin,M. Rudin,work_eb960daf190dabc6,5,6,middle
person:daniela ballotta,Daniela Ballotta,work_ec203e98203cd559,2,12,middle
person:francesco ricci,Francesco Ricci,work_ec203e98203cd559,3,12,middle
person:vanessa zanelli,Vanessa Zanelli,work_ec203e98203cd559,4,12,middle
person:omar carpentiero,Omar Carpentiero,work_ec203e98203cd559,5,12,middle
person:maria giulia corni,Maria Giulia Corni,work_ec203e98203cd559,6,12,middle
person:elisa bardi,Elisa Bardi,work_ec203e98203cd559,7,12,middle
person:nicola filippini,Nicola Filippini,work_ec203e98203cd559,8,12,middle
person:fausta lui,Fausta Lui,work_ec203e98203cd559,9,12,middle
person:p nichelli,P. Nichelli,work_ec203e98203cd559,10,12,middle
person:maria angela molinari,Maria Angela Molinari,work_ec203e98203cd559,11,12,middle
person:tido bergmans,Tido Bergmans,work_ed1105fea494cf4f,2,6,middle
person:natasja delfstra,Natasja Delfstra,work_ed1105fea494cf4f,3,6,middle
person:bisley kleijnen,Bisley J. Kleijnen,work_ed1105fea494cf4f,4,6,middle
person:f zeldenrust,F. Zeldenrust,work_ed1105fea494cf4f,5,6,middle
person:jiayi zhong,Jiayi Zhong,work_ed758019e16d0616,4,10,middle
person:junjie hu,Junjie Hu,work_ed758019e16d0616,7,10,middle
person:sun fei,Sun Fei,work_ed758019e16d0616,8,10,middle
person:jorge blanco alonso,Jorge Blanco Alonso,work_ee2750c4719d6ebb,4,13,middle
person:sirio bolanos puchet,Sirio Bolaños-Puchet,work_ee2750c4719d6ebb,5,13,middle
person:dhuruva priyan gowri mariyappan,Dhuruva Priyan Gowri Mariyappan,work_ee2750c4719d6ebb,7,13,middle
person:ioannis magkanaris,Ioannis Magkanaris,work_ee2750c4719d6ebb,11,13,middle
person:a abdulkadir,A. Abdulkadir,work_ee57126ff2ea8212,2,5,middle
person:s lienkamp,S. Lienkamp,work_ee57126ff2ea8212,3,5,middle
person:t brox,T. Brox,work_ee57126ff2ea8212,4,5,middle
person:mahaly baptiste,Mahaly Baptiste,work_ee5b7f908c56d881,2,75,middle
person:sarah mcreynolds,Sarah McReynolds,work_ee5b7f908c56d881,33,75,middle
person:elanine miranda,Elanine Miranda,work_ee5b7f908c56d881,34,75,middle
person:taliah muhammad,Taliah Muhammad,work_ee5b7f908c56d881,39,75,middle
person:anthony ramos,Anthony Ramos,work_ee5b7f908c56d881,47,75,middle
person:cameron smith,Cameron L. Smith,work_ee5b7f908c56d881,56,75,middle
person:fei ye,Fei Ye,work_ee5b7f908c56d881,73,75,middle
person:esmeralda tafani,Esmeralda Tafani,work_ee63135ebdac98b8,3,19,middle
person:d pauls,D. Pauls,work_ee63135ebdac98b8,4,19,middle
person:o mayseless,O. Mayseless,work_ee63135ebdac98b8,5,19,middle
person:m strauch,M. Strauch,work_ee63135ebdac98b8,6,19,middle
person:denise weber,Denise Weber,work_ee63135ebdac98b8,10,19,middle
person:charalampos chrysovalantis chytoudis peroudis,Charalampos-Chrysovalantis Chytoudis-Peroudis,work_ee63135ebdac98b8,14,19,middle
person:t jovanic,T. Jovanic,work_ee63135ebdac98b8,15,19,middle
person:astrid rohwedder,Astrid Rohwedder,work_ee63135ebdac98b8,17,19,middle
person:brooke bascom,Brooke Bascom,work_eeb0c8d7348a2bd4,2,6,middle
person:daniela key planas,Daniela A Key Planas,work_eeb0c8d7348a2bd4,3,6,middle
person:matthew kocher,Matthew A. Kocher,work_eeb0c8d7348a2bd4,4,6,middle
person:marielise torres,Marielise Torres,work_eeb0c8d7348a2bd4,5,6,middle
person:lingjing fang,Lingjing Fang,work_eef15d36f4fa729e,2,11,middle
person:duncan chadly,Duncan M. Chadly,work_eef15d36f4fa729e,3,11,middle
person:saori lobbia,Saori Lobbia,work_eef15d36f4fa729e,4,11,middle
person:j aguirre,J. D. Aguirre,work_eef15d36f4fa729e,5,11,middle
person:yodai takei,Yodai Takei,work_eef15d36f4fa729e,6,11,middle
person:m elowitz,M. Elowitz,work_eef15d36f4fa729e,10,11,middle
person:a migheli,A. Migheli,work_efc0158084170b5d,2,3,middle
person:maria elizabeth bell,Maria Elizabeth Bell,work_f0209d7bdfe6efad,3,8,middle
person:r lane,R. Lane,work_f042760cc79f80e4,2,4,middle
person:elizabeth carroll,Elizabeth C. Carroll,work_f042760cc79f80e4,3,4,middle
person:t gion,T. Gion,work_f0439b44f01e4c2f,3,9,middle
person:robert hider,Robert Hider,work_f0439b44f01e4c2f,4,9,middle
person:nicole tregoning,Nicole Tregoning,work_f0439b44f01e4c2f,7,9,middle
person:octavian bucur,Octavian Bucur,work_f0f189f0d384e1f8,2,14,middle
person:humayun irshad,Humayun Irshad,work_f0f189f0d384e1f8,3,14,middle
person:astrid weins,Astrid Weins,work_f0f189f0d384e1f8,5,14,middle
person:a stancu,A. Stancu,work_f0f189f0d384e1f8,6,14,middle
person:e oh,E. Oh,work_f0f189f0d384e1f8,7,14,middle
person:marcello distasio,Marcello DiStasio,work_f0f189f0d384e1f8,8,14,middle
person:v torous,V. Torous,work_f0f189f0d384e1f8,9,14,middle
person:b glass,B. Glass,work_f0f189f0d384e1f8,10,14,middle
person:i stillman,I. Stillman,work_f0f189f0d384e1f8,11,14,middle
person:s schnitt,S. Schnitt,work_f0f189f0d384e1f8,12,14,middle
person:andrew beck,Andrew H. Beck,work_f0f189f0d384e1f8,13,14,middle
person:t shomrat,T. Shomrat,work_f104e8c98ee2c0bf,9,13,middle
person:adi shaked,Adi Shaked,work_f104e8c98ee2c0bf,11,13,middle
person:o paulsen,O. Paulsen,work_f144bf9a5935462c,2,3,middle
person:p srivastava,P. Srivastava,work_f1ac0655f883a197,2,4,middle
person:f simon,F. Simon,work_f1b81ab0f201501a,4,8,middle
person:a gaffney,A. Gaffney,work_f1b81ab0f201501a,5,8,middle
person:j rodas,J. D. Rodas,work_f1b81ab0f201501a,6,8,middle
person:s cordoba,S. Córdoba,work_f1b81ab0f201501a,7,8,middle
person:m hull,M. Hull,work_f2285f79d8778ed4,3,4,middle
person:deborah varro,Déborah Varró,work_f309e0f9912def93,2,4,middle
person:t buffet,T. Buffet,work_f309e0f9912def93,3,4,middle
person:c cervetto,C. Cervetto,work_f32b6d4440c563fd,3,5,middle
person:debi majumdar,Debi Majumdar,work_f38f15c57decbf30,2,4,middle
person:alireza hashemi,Alireza Hashemi,work_f3948a51a59eef0c,3,7,middle
person:tommaso gili,Tommaso Gili,work_f3948a51a59eef0c,5,7,middle
person:v gangadharan,V. Gangadharan,work_f4089e71d372f0e5,3,11,middle
person:abdelrahman khalifa,Abdelrahman Khalifa,work_f4089e71d372f0e5,5,11,middle
person:niansheng ju,Niansheng Ju,work_f4089e71d372f0e5,7,11,middle
person:j gempt,J. Gempt,work_f4089e71d372f0e5,9,11,middle
person:dimitrii tanese,Dimitrii Tanese,work_f424282892c8a07c,2,7,middle
person:v emiliani,V. Emiliani,work_f424282892c8a07c,6,7,middle
person:alina isakova,Alina Isakova,work_f42de55cd8a25f9f,2,6,middle
person:zhou wan,Zhou Wan,work_f42de55cd8a25f9f,3,6,middle
person:m wagner,M. Wagner,work_f42de55cd8a25f9f,4,6,middle
person:vasily vagin,Vasily V. Vagin,work_f4edb80932b50e64,3,9,middle
person:diana ravens,Diana I. Ravens,work_f4edb80932b50e64,4,9,middle
person:eric brouzes,Eric Brouzes,work_f4edb80932b50e64,6,9,middle
person:ivan correa,Ivan R. Corrêa,work_f4edb80932b50e64,7,9,middle
person:d bressan,D. Bressan,work_f4edb80932b50e64,8,9,middle
person:d woo,D. H. Woo,work_f4f91c156929709a,2,3,middle
person:emma fletcher,Emma J. Fletcher,work_f51ccaa326e0c171,6,9,middle
person:danielle matheny,Danielle E. Matheny,work_f51ccaa326e0c171,7,9,middle
person:keshav ramachandra,Keshav L. Ramachandra,work_f51ccaa326e0c171,8,9,middle
person:l sherer,L. Sherer,work_f547350e8b5ab482,2,8,middle
person:a walley,A. Walley,work_f547350e8b5ab482,3,8,middle
person:sarah salamon,Sarah Salamon,work_f547350e8b5ab482,4,8,middle
person:vivian chan,Vivian Chan,work_f547350e8b5ab482,5,8,middle
person:james cook,James J. Cook,work_f564e747dd483712,3,12,middle
person:j gee,J. Gee,work_f564e747dd483712,4,12,middle
person:adam hall,Adam Hall,work_f564e747dd483712,5,12,middle
person:kathryn hornburg,Kathryn J. Hornburg,work_f564e747dd483712,6,12,middle
person:l white,L. White,work_f564e747dd483712,11,12,middle
person:l seugnet,L. Seugnet,work_f568e1792e2e09e3,2,5,middle
person:p salvaterra,P. Salvaterra,work_f568e1792e2e09e3,4,5,middle
person:w kaczmarski,W. Kaczmarski,work_f5d846d2c23df26f,2,8,middle
person:m flory,M. Flory,work_f5d846d2c23df26f,3,8,middle
person:v martinez cerdeno,V. Martínez‐Cerdeño,work_f5d846d2c23df26f,4,8,middle
person:t wisniewski,T. Wisniewski,work_f5d846d2c23df26f,5,8,middle
person:k nowicki,K. Nowicki,work_f5d846d2c23df26f,6,8,middle
person:i kuchna,I. Kuchna,work_f5d846d2c23df26f,7,8,middle
person:l schwarcz,L. Schwarcz,work_f61a827d3dfb1b1f,2,8,middle
person:leah deblander,Leah Deblander,work_f61a827d3dfb1b1f,4,8,middle
person:e lieberman,E. M. Lieberman,work_f6317afac7cb4ae0,2,12,middle
person:jiang bin ke,Jiang-Bin Ke,work_f6317afac7cb4ae0,3,12,middle
person:p ghorbani,P. Ghorbani,work_f6317afac7cb4ae0,5,12,middle
person:pouyan rahmani,Pouyan Rahmani,work_f6317afac7cb4ae0,6,12,middle
person:n jun,N. Jun,work_f6317afac7cb4ae0,7,12,middle
person:in jung kim,In-Jung Kim,work_f6317afac7cb4ae0,9,12,middle
person:j demb,J. Demb,work_f6317afac7cb4ae0,11,12,middle
person:sakina lemieux,Sakina P. Lemieux,work_f6a724d5a8e21371,2,15,middle
person:denise pritchard,Denise R. Pritchard,work_f6a724d5a8e21371,6,15,middle
person:brandon toyama,Brandon Toyama,work_f6a724d5a8e21371,7,15,middle
person:sung kyu park,Sung Kyu R. Park,work_f6a724d5a8e21371,8,15,middle
person:daniel mcclatchy,Daniel B. McClatchy,work_f6a724d5a8e21371,9,15,middle
person:m whitney,M. Whitney,work_f6a724d5a8e21371,11,15,middle
person:stephen adams,Stephen R Adams,work_f6a724d5a8e21371,12,15,middle
person:john yates,John R. Yates,work_f6a724d5a8e21371,14,15,middle
person:john hoang,John Hoang,work_f6d59143f867369b,6,7,middle
person:marcelo fiori,Marcelo Fiori,work_f6ea4c18473a14ac,3,6,middle
person:t urness,T. Urness,work_f7a38202b00ec79c,4,7,middle
person:nesibe temiz,Nesibe Z. Temiz,work_f7bc1bc6224c75c6,5,10,middle
person:r montano crespo,R. E. Montaño Crespo,work_f7bc1bc6224c75c6,6,10,middle
person:tafheem masudi,Tafheem Masudi,work_f7bc1bc6224c75c6,7,10,middle
person:samuel smukowski,Samuel N. Smukowski,work_f7de2c7e522ececa,2,14,middle
person:jeroen vanderlinden,Jeroen Vanderlinden,work_f7de2c7e522ececa,3,14,middle
person:g condomitti,G. Condomitti,work_f7de2c7e522ececa,4,14,middle
person:vasily rybakin,Vasily Rybakin,work_f7de2c7e522ececa,5,14,middle
person:jolijn ten bos,Jolijn ten Bos,work_f7de2c7e522ececa,6,14,middle
person:laura trobiani,Laura Trobiani,work_f7de2c7e522ececa,7,14,middle
person:s portegies,S. Portegies,work_f7de2c7e522ececa,8,14,middle
person:natalia gounko,Natalia V. Gounko,work_f7de2c7e522ececa,10,14,middle
person:d comoletti,D. Comoletti,work_f7de2c7e522ececa,11,14,middle
person:keimpe wierda,Keimpe D. Wierda,work_f7de2c7e522ececa,12,14,middle
person:marah abdin,Marah Abdin,work_f7ecc587c80f537e,2,11,middle
person:shweti mahajan,Shweti Mahajan,work_f7ecc587c80f537e,4,11,middle
person:a basu,A. Basu,work_f7ecc587c80f537e,7,11,middle
person:piali choudhury,Piali Choudhury,work_f7ecc587c80f537e,8,11,middle
person:weiwei yang,Weiwei Yang,work_f7ecc587c80f537e,10,11,middle
person:emily sales,Emily C. Sales,work_f82bf71973d40a91,3,9,middle
person:c churas,C. Churas,work_f8eabb08474bb993,2,11,middle
person:lucas tindall,Lucas Tindall,work_f8eabb08474bb993,3,11,middle
person:d boassa,D. Boassa,work_f8eabb08474bb993,4,11,middle
person:matthew madany,Matthew Madany,work_f8eabb08474bb993,7,11,middle
person:raffi akay,Raffi Akay,work_f8eabb08474bb993,8,11,middle
person:s peltier,S. Peltier,work_f8eabb08474bb993,10,11,middle
person:paulina morawska,Paulina Morawska,work_f92a699ce1155d96,2,4,middle
person:vishnu prathapan,Vishnu Prathapan,work_f92a699ce1155d96,3,4,middle
person:a chudinova,A. Chudinova,work_f96071f9be4b7008,2,5,middle
person:elliot thomsen,Elliot R. Thomsen,work_f9de684616d77e52,5,17,middle
person:emma garren,Emma J. Garren,work_f9de684616d77e52,6,17,middle
person:brian long,Brian R. Long,work_f9de684616d77e52,7,17,middle
person:jeremy miller,Jeremy A. Miller,work_f9de684616d77e52,9,17,middle
person:travis hage,Travis A Hage,work_f9de684616d77e52,10,17,middle
person:alice bosma moody,Alice Bosma-Moody,work_f9de684616d77e52,11,17,middle
person:gabe murphy,Gabe J. Murphy,work_f9de684616d77e52,12,17,middle
person:boaz levi,Boaz P. Levi,work_f9de684616d77e52,13,17,middle
person:j close,J. Close,work_f9de684616d77e52,14,17,middle
person:ning zhong,Ning Zhong,work_facd830890c864ef,7,16,middle
person:r chai,R. Chai,work_facd830890c864ef,8,16,middle
person:xiangfeng luo,Xiangfeng Luo,work_facd830890c864ef,9,16,middle
person:zhongze gu,Zhongze Gu,work_facd830890c864ef,13,16,middle
person:wei xie,Wei Xie,work_facd830890c864ef,14,16,middle
person:hyeonsik oh,Hyeonsik Oh,work_fad6bcb8cc06156d,2,5,middle
person:yeonji jeong,Yeonji Jeong,work_fad6bcb8cc06156d,3,5,middle
person:yungyeong heo,Yungyeong Heo,work_fad6bcb8cc06156d,4,5,middle
person:jennifer phillips cremins,Jennifer Phillips-Cremins,work_fb45709dc6d705c9,2,4,middle
person:r ghrist,R. Ghrist,work_fb45709dc6d705c9,3,4,middle
person:dibb|r,Russell Dibb,work_fb4bc9a9581bb231,5,7,middle
person:mark alkema,Mark J Alkema,work_fb8e3c22cffe2204,3,4,middle
person:laura blackie,Laura Blackie,work_fb8fe1ff9bb623ea,5,10,middle
person:amy mccarthy,Amy M. McCarthy,work_fb8fe1ff9bb623ea,6,10,middle
person:ben sutcliffe,Ben Sutcliffe,work_fb8fe1ff9bb623ea,7,10,middle
person:alessio strano,Alessio Strano,work_fb8fe1ff9bb623ea,8,10,middle
person:d shen,D. Shen,work_fbae4e123c64163d,2,4,middle
person:p yap,P. Yap,work_fbae4e123c64163d,3,4,middle
person:sam benezra,Sam E Benezra,work_fbbefa269e5d69ec,2,8,middle
person:r narayanan,R. T. Narayanan,work_fbbefa269e5d69ec,3,8,middle
person:michael morehead,Michael Morehead,work_fc1d8eba5a9fa0f2,2,7,middle
person:gianfranco doretto,Gianfranco Doretto,work_fc1d8eba5a9fa0f2,3,7,middle
person:rossi-espagnet|mc,M. C. Rossi-Espagnet,work_fc4395dbd3ff1652,2,5,middle
person:palma|ld,L. de Palma,work_fc4395dbd3ff1652,3,5,middle
person:carai|a,A. Carai,work_fc4395dbd3ff1652,4,5,middle
person:g dror,G. Dror,work_fc5029f7b2497692,2,4,middle
person:i meilijson,I. Meilijson,work_fc5029f7b2497692,3,4,middle
person:p lonnerberg,P. Lönnerberg,work_fc8b4c576ab75783,3,20,middle
person:a johnsson,A. Johnsson,work_fc8b4c576ab75783,4,20,middle
person:fatima memic,Fatima Memic,work_fc8b4c576ab75783,5,20,middle
person:j van der zwan,J. van der Zwan,work_fc8b4c576ab75783,6,20,middle
person:martin haring,Martin Häring,work_fc8b4c576ab75783,7,20,middle
person:emelie braun,Emelie Braun,work_fc8b4c576ab75783,8,20,middle
person:lars borm,Lars E. Borm,work_fc8b4c576ab75783,9,20,middle
person:gioele la manno,Gioele La Manno,work_fc8b4c576ab75783,10,20,middle
person:simone codeluppi,Simone Codeluppi,work_fc8b4c576ab75783,11,20,middle
person:alessandro furlan,Alessandro Furlan,work_fc8b4c576ab75783,12,20,middle
person:j hjerling leffler,J. Hjerling-Leffler,work_fc8b4c576ab75783,16,20,middle
person:e arenas,E. Arenas,work_fc8b4c576ab75783,17,20,middle
person:p ernfors,P. Ernfors,work_fc8b4c576ab75783,18,20,middle
person:ulrika marklund,Ulrika Marklund,work_fc8b4c576ab75783,19,20,middle
person:stephanie tullo,Stephanie Tullo,work_fc95ff3ab16691ff,2,6,middle
person:lizette herrera portillo,Lizette Herrera-Portillo,work_fc95ff3ab16691ff,3,6,middle
person:gabriel devenyi,Gabriel A. Devenyi,work_fc95ff3ab16691ff,4,6,middle
person:yohan yee,Yohan Yee,work_fc95ff3ab16691ff,5,6,middle
person:h yu,H. Yu,work_fcb59c7f09a5ff4c,5,10,middle
person:m miranda,M. Miranda,work_fcbe6f1bc002cc56,2,3,middle
person:s nelson,S. Nelson,work_fd6353a8d1e9547e,4,5,middle
person:f grillo,F. Grillo,work_fd78e90e878648d1,8,11,middle
person:v de paola,V. De Paola,work_fd78e90e878648d1,9,11,middle
person:r mike,R. Mike,work_fd85858fb226a2fb,2,6,middle
person:k narayanan,K. Narayanan,work_fd85858fb226a2fb,3,6,middle
person:lee dongil,Lee Dongil,work_fd85858fb226a2fb,4,6,middle
person:pfister hanspeter,Pfister Hanspeter,work_fd85858fb226a2fb,5,6,middle
person:ali darbandi,Ali Darbandi,work_fde970338418a1c7,3,12,middle
