normalized_name_block,exact_normalized_name_match,author_id_a,author_id_b,name_a,name_b,retained_papers_a,retained_papers_b,same_name_direct_coauthor,shared_coauthor_names,coauthor_jaccard,axis_jaccard,year_overlap,classification,recommended_action
s cox,True,32628004,1600505736,S. Cox,S. Cox,1,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
s cox,True,32628004,2249497170,S. Cox,S. Cox,1,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
s eickhoff,True,2299122942,2256438152,S. Eickhoff,S. Eickhoff,1,4,False,0,0.0,0.5,True,ambiguous_name_collision,manual_review
s hosseini,False,1380725886,2366028651,S. A. Hosseini,S. H. Hosseini,2,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
s khalsa,True,4326555,144271345,S. Khalsa,S. Khalsa,1,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
s nelson,False,144332223,3049675,S. M. Nelson,S. Nelson,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
s schreiber,True,2316858407,145350029,S. Schreiber,S. Schreiber,2,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
s sherman,True,143980134,2057502298,S. Sherman,S. Sherman,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
s valk,True,2268372724,2249960955,S. Valk,S. Valk,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
s warfield,True,145502062,2250419495,S. Warfield,S. Warfield,3,2,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
s williams,True,40383891,2243838768,S. Williams,S. Williams,1,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
s williams,True,40383891,2108671331,S. Williams,S. Williams,1,1,False,0,0.0,0.333333,False,ambiguous_name_collision,manual_review
s williams,True,2107720438,2243838768,S. Williams,S. Williams,1,1,False,0,0.0,0.333333,False,ambiguous_name_collision,manual_review
s williams,True,2107720438,2108671331,S. Williams,S. Williams,1,1,False,0,0.0,0.0,True,ambiguous_name_collision,manual_review
s williams,True,2243838768,2108671331,S. Williams,S. Williams,1,1,False,0,0.0,0.333333,False,ambiguous_name_collision,manual_review
satrajit ghosh,True,2249070379,145436428,Satrajit S. Ghosh,Satrajit S. Ghosh,1,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
shu kondo,True,2241657946,2238444709,Shu Kondo,Shu Kondo,1,1,False,0,0.0,0.0,True,ambiguous_name_collision,manual_review
shuo chen,True,2108807430,2143480208,Shuo Chen,Shuo Chen,2,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
shuo chen,True,2263266213,2143480208,Shuo Chen,Shuo Chen,2,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
shuo chen,True,2143480208,2300201900,Shuo Chen,Shuo Chen,1,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
simon eickhoff,True,2316793971,2332595832,Simon B. Eickhoff,Simon B. Eickhoff,1,1,False,0,0.0,0.5,True,ambiguous_name_collision,manual_review
srinivas turaga,True,3178417,2269560464,Srinivas C. Turaga,Srinivas C. Turaga,9,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
stephen smith,False,2162210436,152225255,Stephen M. Smith,Stephen J. Smith,27,2,False,0,0.0,0.25,True,ambiguous_name_collision,manual_review
stephen smith,False,2162210436,2111052479,Stephen M. Smith,Stephen Smith,27,1,False,0,0.0,0.0,True,ambiguous_name_collision,manual_review
stephen smith,False,2162210436,2149153607,Stephen M. Smith,Stephen J. Smith,27,2,False,0,0.0,0.0,True,ambiguous_name_collision,manual_review
stephen smith,False,2254774234,152225255,Stephen M. Smith,Stephen J. Smith,1,2,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
stephen smith,True,2254774234,2251948753,Stephen M. Smith,Stephen M. Smith,1,1,False,0,0.0,1.0,True,ambiguous_name_collision,manual_review
stephen smith,False,2254774234,2111052479,Stephen M. Smith,Stephen Smith,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
stephen smith,False,2254774234,2149153607,Stephen M. Smith,Stephen J. Smith,1,2,False,0,0.0,0.0,True,ambiguous_name_collision,manual_review
stephen smith,False,2149153544,152225255,Stephen M. Smith,Stephen J. Smith,2,2,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
stephen smith,False,2149153544,2111052479,Stephen M. Smith,Stephen Smith,2,1,False,0,0.0,0.0,True,ambiguous_name_collision,manual_review
stephen smith,False,2149153544,2149153607,Stephen M. Smith,Stephen J. Smith,2,2,False,0,0.0,0.0,True,ambiguous_name_collision,manual_review
stephen smith,False,152225255,2251948753,Stephen J. Smith,Stephen M. Smith,2,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
stephen smith,False,152225255,2111052479,Stephen J. Smith,Stephen Smith,2,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
stephen smith,False,2251948753,2111052479,Stephen M. Smith,Stephen Smith,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
stephen smith,False,2251948753,2149153607,Stephen M. Smith,Stephen J. Smith,1,2,False,0,0.0,0.0,True,ambiguous_name_collision,manual_review
stephen smith,False,2111052479,2149153607,Stephen Smith,Stephen J. Smith,1,2,False,0,0.0,0.0,True,ambiguous_name_collision,manual_review
stewart mostofsky,False,2251508303,2273192932,Stewart H. Mostofsky,Stewart Mostofsky,1,1,False,0,0.0,0.25,False,ambiguous_name_collision,manual_review
t bolton,True,34897130,2316755722,T. Bolton,T. Bolton,2,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
t lett,True,2240969118,2613491,T. Lett,T. Lett,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
t nguyen,True,2157796031,47523407,T. Nguyen,T. Nguyen,1,2,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
t nguyen,False,2157796031,98684338,T. Nguyen,T. A. K. Nguyen,1,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
t nguyen,False,47523407,98684338,T. Nguyen,T. A. K. Nguyen,2,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
t roberts,True,153210994,2334015506,T. Roberts,T. Roberts,1,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
t roberts,True,153210994,4634776,T. Roberts,T. Roberts,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
t roberts,True,2334015506,4634776,T. Roberts,T. Roberts,1,1,False,0,0.0,0.0,True,ambiguous_name_collision,manual_review
tao fang,True,2288617248,2327066055,Tao Fang,Tao Fang,2,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
tao fang,True,2327066055,2057026124,Tao Fang,Tao Fang,1,2,False,0,0.0,0.5,True,ambiguous_name_collision,manual_review
tao li,True,2149200822,48779259,Tao Li,Tao Li,1,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
tao li,True,2149200822,2290137098,Tao Li,Tao Li,1,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
tao wang,True,2156018197,2156633812,Tao Wang,Tao Wang,1,2,False,0,0.0,0.333333,False,ambiguous_name_collision,manual_review
thomas nowotny,True,2248819420,7619435,Thomas Nowotny,Thomas Nowotny,2,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
tianye jia,True,2323801574,2243441886,Tianye Jia,Tianye Jia,1,1,False,0,0.0,0.0,True,ambiguous_name_collision,manual_review
tianyu wang,True,49980839,2217892707,Tianyu Wang,Tianyu Wang,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
ting gong,True,2309248948,2057552234,Ting Gong,Ting Gong,2,1,False,0,0.0,0.25,False,ambiguous_name_collision,manual_review
ting xu,True,153070206,2213778011,Ting Xu,Ting Xu,4,1,False,0,0.0,1.0,True,ambiguous_name_collision,manual_review
ting zhao,True,145786043,2114773827,Ting Zhao,Ting Zhao,12,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
ting zhao,True,2314546102,2114773827,Ting Zhao,Ting Zhao,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
ting zhao,True,2314546102,2114775208,Ting Zhao,Ting Zhao,1,2,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
todd huffman,True,2383266994,2389005242,Todd Huffman,Todd Huffman,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
u alon,True,8319448,2239074199,U. Alon,U. Alon,1,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
v jirsa,True,2296706988,2316574099,V. Jirsa,V. Jirsa,2,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
valeria andrea,True,1409191287,2301456447,Valeria d'Andrea,Valeria d’Andrea,1,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
valeria kebets,True,2312378593,2936046,Valeria Kebets,Valeria Kebets,1,2,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
w liao,True,1679587,34373497,W. Liao,W. Liao,8,2,False,0,0.0,0.5,True,ambiguous_name_collision,manual_review
wei chung allen lee,True,2243372740,2248062836,Wei-Chung Allen Lee,Wei-Chung Allen Lee,6,2,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
wei chung allen lee,True,2248062836,2351128394,Wei-Chung Allen Lee,Wei-Chung Allen Lee,2,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
wei wang,True,115438571,2266465152,Wei Wang,Wei Wang,1,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
wei wang,True,115438571,2158630272,Wei Wang,Wei Wang,1,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
wei wang,True,2266465152,2158630272,Wei Wang,Wei Wang,1,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
wei wei,True,1768625446,2149191588,Wei Wei,Wei Wei,1,2,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
wei zhang,True,50549738,2345415773,Wei Zhang,Wei Zhang,1,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
wei zhang,True,50549738,2323218594,Wei Zhang,Wei Zhang,1,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
wei zhang,True,2345415773,2323218594,Wei Zhang,Wei Zhang,1,1,False,0,0.0,0.5,True,ambiguous_name_collision,manual_review
william smith,False,2320153681,2109083465,William V. Smith,William Smith,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
x shen,True,47435366,2241733,X. Shen,X. Shen,2,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
x shen,True,47435366,2337847006,X. Shen,X. Shen,2,1,False,0,0.0,1.0,True,ambiguous_name_collision,manual_review
x shen,True,2241733,2337847006,X. Shen,X. Shen,1,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
x zhang,True,2206588737,2402574447,X. Zhang,X. Zhang,1,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
x zhuang,True,1837985,7521494,X. Zhuang,X. Zhuang,1,2,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
xi chen,True,2145306992,2145307684,Xi Chen,Xi Chen,8,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
xi chen,True,2145307684,41192764,Xi Chen,Xi Chen,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
xi chen,True,2145307684,2296952207,Xi Chen,Xi Chen,1,1,False,0,0.0,0.0,True,ambiguous_name_collision,manual_review
xi chen,True,2145307684,2268629059,Xi Chen,Xi Chen,1,2,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
xi jiang,True,143796247,2146346563,Xi Jiang,Xi Jiang,6,1,False,0,0.0,0.25,True,ambiguous_name_collision,manual_review
xiang wang,True,2144797192,2268209368,Xiang Wang,Xiang Wang,1,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
xiao jing wang,True,1519971010,2133404680,Xiao-Jing Wang,Xiao-jing Wang,6,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
xiao jing wang,True,2118710538,2133404680,Xiao-Jing Wang,Xiao-jing Wang,2,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
xiao jing wang,True,2255804158,2133404680,Xiao-Jing Wang,Xiao-jing Wang,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
xiaodong li,True,2118899732,2118899194,Xiaodong Li,Xiaodong Li,2,1,False,0,0.0,0.0,True,ambiguous_name_collision,manual_review
xiaoqi huang,True,8421221,2144649267,Xiaoqi Huang,Xiaoqi Huang,7,3,False,0,0.0,1.0,True,ambiguous_name_collision,manual_review
xiaoyu ding,True,2151689846,50050188,Xiaoyu Ding,Xiaoyu Ding,2,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
xin wang,True,20576316,2279454674,Xin Wang,Xin Wang,1,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
y jia,True,2411398763,2409574195,Y. Jia,Y. Jia,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
y kim,True,2119192425,123634149,Y. Kim,Y. Kim,4,1,False,0,0.0,0.5,True,ambiguous_name_collision,manual_review
y lin,True,4485835,46396068,Y. Lin,Y. Lin,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
y liu,True,2155143576,2144422706,Y. Liu,Y. Liu,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
y park,False,2215503016,46796929,Y. Park,Y. J. Park,2,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
y wang,True,2364110518,2157381428,Y. Wang,Y. Wang,1,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
yalin wang,True,49415638,33973920,Yalin Wang,Yalin Wang,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
yan hao,True,2403540663,2114157094,Yan Hao,Yan Hao,1,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
yan li,True,2152890814,15463278,Yan Li,Yan Li,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
yan wang,True,2339443170,2152539822,Yan Wang,Yan Wang,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
yan zhang,True,1591140646,2152819217,Yan Zhang,Yan Zhang,2,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
yang li,True,2298885061,2154898018,Yang Li,Yang Li,1,3,False,0,0.0,0.333333,False,ambiguous_name_collision,manual_review
yanmei tie,True,2318105897,3287521,Yanmei Tie,Yanmei Tie,1,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
yaou liu,True,2264759980,49421421,Yaou Liu,Yaou Liu,1,2,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
ye wu,True,2258779588,2340466292,Ye Wu,Ye Wu,1,1,False,0,0.0,0.333333,True,ambiguous_name_collision,manual_review
yee lian chew,True,12653154,2274026836,Yee Lian Chew,Yee Lian Chew,5,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
yi jiang,True,2146419225,2146419507,Yi Jiang,Yi Jiang,1,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
yi jiang,True,2146419225,2146421613,Yi Jiang,Yi Jiang,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
yi sun,True,2116960595,2308425968,Yi Sun,Yi Sun,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
yi sun,True,2116960595,2116959859,Yi Sun,Yi Sun,1,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
yi sun,True,2308425968,2116959859,Yi Sun,Yi Sun,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
yi wang,True,2154459331,2376304523,Yi Wang,Yi Wang,2,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
yi zhang,True,2276672460,2239029727,Yi Zhang,Yi Zhang,1,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
yi zhang,True,2276672460,2275788633,Yi Zhang,Yi Zhang,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
yi zhang,True,2239029727,2275788633,Yi Zhang,Yi Zhang,1,1,False,0,0.0,0.0,True,ambiguous_name_collision,manual_review
yifei zhang,True,2319183506,2381148417,Yifei Zhang,Yifei Zhang,2,1,False,0,0.0,0.0,True,ambiguous_name_collision,manual_review
yihan wu,True,2115665374,2317992765,Yihan Wu,Yihan Wu,1,1,False,0,0.0,0.0,True,ambiguous_name_collision,manual_review
yijun wang,True,2265558510,2108765571,Yijun Wang,Yijun Wang,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
ying guo,True,2153202261,2158446905,Ying Guo,Ying Guo,3,1,False,0,0.0,0.666667,True,ambiguous_name_collision,manual_review
yishi jin,True,2253859331,4686089,Yishi Jin,Yishi Jin,1,5,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
yong he,True,2298522996,2118926146,Yong He,Yong He,2,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
yong he,True,2238392863,2118926146,Yong He,Yong He,3,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
yonggui yuan,True,2246660796,2388184706,Yonggui Yuan,Yonggui Yuan,1,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
yonggui yuan,True,113701508,2388184706,Yonggui Yuan,Yonggui Yuan,1,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
yonggui yuan,True,2288378038,2388184706,Yonggui Yuan,Yonggui Yuan,2,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
youyong kong,True,50412109,2304458958,Youyong Kong,Youyong Kong,5,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
yu chen,True,2144838788,2272545866,Yu Chen,Yu Chen,1,2,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
yu ping wang,True,2349823444,2256576029,Yu-Ping Wang,Yu-Ping Wang,1,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
yu wang,True,2153604888,2153609123,Yu Wang,Yu Wang,1,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
yu wang,True,2153604888,40987227,Yu Wang,Yu Wang,1,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
yu xiao,True,2221031873,2339686266,Yu Xiao,Yu Xiao,1,2,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
yu zhang,True,115116889,2255524810,Yu Zhang,Yu Zhang,7,3,False,0,0.0,0.75,False,ambiguous_name_collision,manual_review
yu zhang,True,115116889,2153639050,Yu Zhang,Yu Zhang,7,1,False,0,0.0,0.5,True,ambiguous_name_collision,manual_review
yu zhang,True,2255524810,2153635130,Yu Zhang,Yu Zhang,3,3,False,0,0.0,0.25,False,ambiguous_name_collision,manual_review
yu zhang,True,2255524810,2251663542,Yu Zhang,Yu Zhang,3,1,False,0,0.0,0.333333,False,ambiguous_name_collision,manual_review
yu zhang,True,2153635130,2153639050,Yu Zhang,Yu Zhang,3,1,False,0,0.0,0.333333,False,ambiguous_name_collision,manual_review
yu zhang,True,2251663542,2153639050,Yu Zhang,Yu Zhang,1,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
yu zhao,True,2110260070,2156698922,Yu Zhao,Yu Zhao,4,2,False,0,0.0,0.2,False,ambiguous_name_collision,manual_review
yuan zhou,True,2116567344,1664642789,Yuan Zhou,Yuan Zhou,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
yuanyuan li,True,2110615706,2206998340,Yuanyuan Li,Yuanyuan Li,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
yuanyuan li,True,2110615706,2334761999,Yuanyuan Li,Yuanyuan Li,1,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
yuanyuan li,True,2206998340,2334761999,Yuanyuan Li,Yuanyuan Li,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
yue zhou,True,2116450980,2261889357,Yue Zhou,Yue Zhou,1,2,False,0,0.0,0.333333,False,ambiguous_name_collision,manual_review
yunman xia,True,2323935579,21015847,Yunman Xia,Yunman Xia,1,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
yunman xia,True,2323935579,2240121731,Yunman Xia,Yunman Xia,1,2,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
zhe zhang,True,2117995280,2274469349,Zhe Zhang,Zhe Zhang,1,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
zhe zhang,True,2117995280,1682342,Zhe Zhang,Zhe Zhang,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
zhe zhang,True,2274469349,1682342,Zhe Zhang,Zhe Zhang,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
zhefeng gong,True,2265559711,2053583675,Zhefeng Gong,Zhefeng Gong,2,1,False,0,0.0,0.0,True,ambiguous_name_collision,manual_review
